Year,Value
2000,0.0
2001,99.936
2002,0.0
2003,99.9197
2004,0.0
2005,99.9421
2006,0.0
2007,99.9902
2008,0.0
2009,99.9843
2010,0.0
2011,99.9867
2012,0.0
2013,99.9829
2014,0.0
2015,99.8808
2016,0.0
2017,0.0
