Year,Value
2000,0.0
2001,0.0
2002,0.0
2003,63.40360437
2004,0.0
2005,64.20345497
2006,0.0
2007,67.15853552
2008,0.0
2009,66.96430391
2010,0.0
2011,67.46971477
2012,0.0
2013,68.35231351
2014,0.0
2015,68.84430853
