Year,Value
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,70.7
2010,69.8
2011,69.8
2012,0.0
2013,89.2
2014,0.0
2015,0.0
2016,0.0
